id_vente,produit_id,date,pays,canal,quantité,remise
11856,689,2024-12-17,Belgique,Email,4,15.94
11857,115,2025-03-13,France,Email,1,27.5
11858,499,2024-08-06,Italie,Email,1,12.97
11859,472,2025-03-26,France,Email,3,17.81
11860,149,2024-08-25,Allemagne,Réseaux sociaux,1,5.58
11861,241,2025-03-23,France,Email,3,7.34
11862,123,2025-04-08,Allemagne,Réseaux sociaux,2,16.46
11863,804,2025-01-29,Espagne,Réseaux sociaux,1,20.91
11864,839,2025-06-05,Allemagne,Mobile app,1,13.06
11865,69,2025-04-29,Espagne,Mobile app,1,12.98
11866,826,2025-06-13,Allemagne,Email,4,7.68
11867,63,2024-12-29,Allemagne,Mobile app,1,20.94
11868,733,2024-07-17,Belgique,Site web,2,0.16
11869,16,2024-08-13,Belgique,Site web,3,15.38
11870,390,2025-05-28,France,Réseaux sociaux,2,0.11
11871,590,2024-06-18,Belgique,Mobile app,3,17.8
11872,634,2025-01-31,Espagne,Email,2,0.93
11873,948,2025-01-31,Belgique,Email,4,28.2
11874,258,2024-11-05,France,Site web,2,14.34
11875,217,2025-03-03,Italie,Mobile app,2,20.52
11876,479,2025-02-22,Espagne,Site web,1,25.61
11877,114,2024-12-08,Italie,Mobile app,4,7.06
11878,882,2024-11-09,Espagne,Email,4,16.2
11879,973,2024-10-17,France,Site web,1,25.9
11880,380,2024-12-02,Belgique,Mobile app,3,16.13
11881,658,2024-08-22,Italie,Email,2,11.78
11882,977,2024-12-29,Italie,Mobile app,1,11.07
11883,237,2025-03-22,Belgique,Email,4,11.52
11884,476,2025-01-29,France,Réseaux sociaux,2,18.46
11885,972,2024-10-01,Belgique,Réseaux sociaux,2,1.37
11886,931,2025-04-11,Allemagne,Mobile app,3,12.46
11887,598,2024-07-22,Allemagne,Site web,3,16.82
11888,679,2024-09-13,Allemagne,Mobile app,2,23.59
11889,129,2024-10-08,Italie,Réseaux sociaux,2,15.9
11890,510,2024-12-23,Italie,Site web,2,27.79
11891,165,2024-10-25,France,Réseaux sociaux,3,13.31
11892,277,2024-07-03,Espagne,Réseaux sociaux,3,19.52
11893,257,2025-01-20,Belgique,Site web,1,0.53
11894,132,2025-01-02,Espagne,Site web,3,7.15
11895,992,2025-05-29,Italie,Réseaux sociaux,4,24.46
11896,570,2025-01-04,Belgique,Email,4,17.59
11897,257,2025-01-26,Italie,Site web,2,28.39
11898,141,2024-12-29,France,Réseaux sociaux,2,22.59
11899,686,2025-05-08,Belgique,Site web,3,13.49
11900,687,2025-06-10,Italie,Site web,4,23.36
11901,209,2024-11-27,Allemagne,Réseaux sociaux,1,14.03
11902,716,2024-10-03,Allemagne,Email,3,9.91
11903,519,2024-10-18,Italie,Mobile app,3,1.41
11904,51,2024-11-11,Espagne,Réseaux sociaux,4,25.97
11905,503,2024-10-16,France,Email,2,12.57
11906,259,2025-04-05,France,Réseaux sociaux,2,20.56
11907,178,2024-08-23,Italie,Email,4,4.59
11908,922,2024-08-09,France,Mobile app,4,24.87
11909,543,2024-07-01,Belgique,Mobile app,1,24.73
11910,356,2025-04-27,France,Site web,4,14.46
11911,318,2025-03-27,Allemagne,Site web,2,20.16
11912,666,2025-05-23,Italie,Mobile app,4,15.64
11913,963,2025-03-25,Belgique,Réseaux sociaux,4,16.57
11914,364,2024-09-04,France,Mobile app,1,26.66
11915,55,2024-11-29,Allemagne,Email,3,29.01
11916,156,2025-01-02,Espagne,Email,1,11.02
11917,44,2024-10-01,France,Email,4,9.95
11918,593,2025-01-24,Allemagne,Mobile app,3,9.11
11919,678,2025-05-22,Allemagne,Site web,4,23.12
11920,542,2025-02-09,Allemagne,Email,3,21.69
11921,322,2024-10-15,Allemagne,Email,4,1.31
11922,648,2024-07-23,Espagne,Mobile app,2,2.65
11923,14,2024-10-27,Italie,Email,3,19.39
11924,357,2024-10-03,Allemagne,Mobile app,3,8.25
11925,483,2024-08-18,Italie,Site web,1,2.75
11926,618,2024-07-31,Espagne,Email,2,12.41
11927,359,2024-10-04,Espagne,Email,2,26.32
11928,318,2024-09-29,Belgique,Email,2,10.99
11929,75,2024-12-20,Belgique,Mobile app,4,20.87
11930,959,2024-12-02,Allemagne,Mobile app,4,27.02
11931,591,2024-09-09,Italie,Réseaux sociaux,3,5.08
11932,194,2025-05-24,Espagne,Site web,4,18.29
11933,997,2024-08-19,France,Réseaux sociaux,4,27.23
11934,363,2024-10-05,Belgique,Réseaux sociaux,3,5.8
11935,96,2025-06-14,Belgique,Réseaux sociaux,1,29.66
11936,40,2025-06-06,France,Mobile app,4,10.95
11937,768,2024-09-23,Italie,Email,2,6.53
11938,397,2025-02-05,Italie,Email,2,25.13
11939,107,2025-04-03,Italie,Mobile app,4,14.04
11940,17,2024-07-26,Allemagne,Réseaux sociaux,4,20.12
11941,527,2025-06-09,Allemagne,Site web,3,14.69
11942,929,2024-09-12,France,Mobile app,4,19.31
11943,784,2025-02-28,Espagne,Réseaux sociaux,1,1.06
11944,499,2024-10-01,France,Mobile app,3,10.51
11945,525,2024-08-08,Espagne,Email,2,19.72
11946,759,2024-07-22,France,Email,3,10.52
11947,726,2024-09-03,Allemagne,Email,4,23.27
11948,663,2025-01-15,Italie,Réseaux sociaux,4,28.83
11949,804,2025-05-06,Belgique,Mobile app,1,1.12
11950,43,2024-12-29,France,Réseaux sociaux,1,25.66
11951,946,2025-04-04,France,Mobile app,3,5.07
11952,626,2024-08-19,Belgique,Site web,2,27.52
11953,842,2024-06-25,France,Email,3,28.4
11954,593,2025-02-02,Italie,Site web,3,17.08
11955,350,2025-05-31,Belgique,Email,1,14.37
11956,653,2024-06-30,Belgique,Site web,3,22.75
11957,30,2025-05-26,Italie,Réseaux sociaux,1,27.54
11958,441,2025-01-10,Italie,Email,1,6.97
11959,542,2025-01-09,Belgique,Réseaux sociaux,3,11.47
11960,455,2025-04-21,Italie,Réseaux sociaux,1,12.53
11961,778,2024-08-29,Italie,Mobile app,4,25.37
11962,611,2024-06-17,Italie,Email,4,4.11
11963,962,2024-12-21,Belgique,Site web,3,18.69
11964,94,2025-05-04,France,Site web,2,10.53
11965,723,2025-04-30,Espagne,Email,2,26.57
11966,295,2024-06-25,Belgique,Mobile app,4,10.19
11967,549,2024-11-05,Espagne,Email,1,29.34
11968,899,2024-09-01,Italie,Réseaux sociaux,2,0.47
11969,89,2024-10-02,Italie,Mobile app,2,7.19
11970,930,2025-06-15,France,Réseaux sociaux,3,13.72
11971,503,2025-01-22,Italie,Email,3,7.69
11972,767,2024-11-27,Espagne,Mobile app,2,22.12
11973,214,2025-03-26,Belgique,Email,2,24.44
11974,422,2024-12-04,Belgique,Email,4,20.93
11975,526,2025-01-03,France,Mobile app,3,29.11
11976,192,2024-08-03,Espagne,Mobile app,3,13.68
11977,807,2025-05-03,Italie,Email,2,29.39
11978,694,2024-12-08,Allemagne,Site web,4,3.74
11979,642,2024-10-07,France,Mobile app,1,25.38
11980,224,2025-06-06,France,Site web,3,1.15
11981,555,2024-07-27,Allemagne,Site web,3,15.96
11982,693,2025-03-20,Belgique,Site web,2,14.53
11983,387,2025-03-16,Belgique,Site web,2,25.69
11984,681,2025-06-06,Belgique,Réseaux sociaux,1,21.02
11985,776,2025-05-09,Allemagne,Email,3,13.23
11986,474,2024-07-31,Italie,Mobile app,4,26.87
11987,608,2024-12-04,Italie,Email,4,26.58
11988,203,2025-05-26,Espagne,Email,2,0.74
11989,447,2024-11-29,Espagne,Email,4,26.13
11990,833,2024-12-23,Belgique,Email,4,15.8
11991,847,2024-09-25,Allemagne,Email,2,25.17
11992,900,2024-07-18,France,Mobile app,1,5.44
11993,68,2025-05-16,Italie,Email,1,4.53
11994,92,2024-08-07,Allemagne,Email,3,21.67
11995,778,2024-10-01,Espagne,Email,2,8.26
11996,843,2025-03-26,Italie,Réseaux sociaux,2,16.77
11997,178,2025-03-01,Italie,Site web,3,20.66
11998,663,2024-07-30,Allemagne,Réseaux sociaux,4,18.31
11999,829,2024-10-30,Espagne,Email,1,20.97
12000,559,2025-04-23,Allemagne,Réseaux sociaux,3,18.61
12001,3,2024-07-15,France,Mobile app,3,11.37
12002,999,2025-03-31,Italie,Mobile app,3,2.71
12003,103,2025-04-19,Allemagne,Mobile app,1,25.66
12004,273,2024-09-09,Allemagne,Site web,4,25.38
12005,534,2025-03-24,France,Mobile app,1,0.17
12006,116,2024-07-13,Allemagne,Site web,2,25.23
12007,859,2024-10-20,Italie,Mobile app,2,4.53
12008,912,2024-08-14,Belgique,Réseaux sociaux,3,9.99
12009,464,2024-12-28,Belgique,Réseaux sociaux,2,12.4
12010,104,2024-10-23,Espagne,Réseaux sociaux,1,20.39
12011,259,2024-09-30,France,Réseaux sociaux,2,2.77
12012,308,2024-12-08,Espagne,Site web,2,24.8
12013,367,2025-02-14,Belgique,Mobile app,4,28.28
12014,929,2025-03-27,France,Email,1,28.58
12015,810,2024-12-31,Allemagne,Réseaux sociaux,2,2.76
12016,642,2025-03-03,Allemagne,Mobile app,1,27.58
12017,807,2025-04-12,Italie,Mobile app,2,17.03
12018,302,2024-07-13,Belgique,Mobile app,4,21.81
12019,560,2025-03-16,Allemagne,Email,2,27.92
12020,27,2025-03-09,France,Réseaux sociaux,3,19.83
12021,508,2024-10-15,Allemagne,Site web,4,13.7
12022,527,2025-05-27,Espagne,Site web,2,15.75
12023,775,2025-06-09,Espagne,Email,3,20.54
12024,365,2024-06-29,Espagne,Email,2,28.34
12025,953,2024-11-30,Espagne,Site web,3,26.69
12026,298,2024-07-24,Espagne,Site web,4,17.31
12027,777,2025-06-12,Italie,Réseaux sociaux,2,6.33
12028,361,2025-03-15,Espagne,Site web,1,10.4
12029,646,2025-04-19,Italie,Site web,2,10.85
12030,504,2025-01-03,Italie,Site web,1,8.68
12031,953,2024-10-16,Allemagne,Email,4,22.4
12032,588,2024-08-27,France,Site web,1,25.08
12033,30,2025-05-07,Espagne,Site web,3,9.59
12034,439,2025-01-17,France,Réseaux sociaux,1,25.38
12035,340,2025-02-26,Belgique,Mobile app,4,22.03
12036,126,2025-05-06,Italie,Email,4,13.23
12037,596,2025-05-21,Belgique,Email,1,20.96
12038,566,2025-02-13,Italie,Réseaux sociaux,3,23.08
12039,366,2024-06-28,Espagne,Site web,4,16.83
12040,795,2025-02-16,Belgique,Mobile app,2,13.29
12041,852,2025-02-13,Allemagne,Réseaux sociaux,4,3.05
12042,443,2024-06-18,Belgique,Mobile app,2,0.04
12043,263,2024-09-18,Italie,Site web,1,28.12
12044,936,2024-08-07,Italie,Mobile app,3,8.02
12045,872,2025-01-28,France,Réseaux sociaux,2,19.89
12046,222,2024-11-08,Belgique,Site web,3,28.3
12047,840,2025-05-19,Allemagne,Email,3,24.55
12048,2,2024-09-08,Espagne,Mobile app,1,3.68
12049,910,2025-03-03,France,Site web,4,24.06
12050,394,2024-08-29,Belgique,Site web,4,21.79
12051,306,2024-09-26,France,Réseaux sociaux,4,9.88
12052,146,2024-12-14,Belgique,Site web,3,20.69
12053,530,2024-08-12,Espagne,Réseaux sociaux,4,24.78
12054,528,2024-12-20,Espagne,Email,4,8.74
12055,308,2025-04-27,Allemagne,Mobile app,1,26.07
12056,965,2024-08-26,France,Email,4,2.36
12057,948,2025-03-26,Allemagne,Réseaux sociaux,3,15.82
12058,671,2024-12-24,Belgique,Email,1,7.0
12059,997,2024-10-02,Espagne,Mobile app,4,21.84
12060,340,2024-08-05,Espagne,Email,2,5.25
12061,919,2024-08-31,Italie,Site web,4,10.24
12062,352,2025-02-16,Italie,Mobile app,3,3.82
12063,810,2025-05-21,Allemagne,Email,1,24.36
12064,209,2024-07-19,France,Mobile app,4,3.97
12065,958,2025-01-01,Belgique,Email,2,21.69
12066,205,2025-05-13,Allemagne,Site web,4,21.22
12067,625,2025-03-22,Espagne,Réseaux sociaux,1,4.27
12068,690,2025-04-02,Espagne,Email,1,16.98
12069,973,2024-09-06,Espagne,Mobile app,1,14.91
12070,721,2024-06-16,Belgique,Email,1,17.84
12071,636,2024-11-30,Allemagne,Réseaux sociaux,1,28.12
12072,15,2024-07-11,Belgique,Site web,3,2.42
12073,858,2024-12-22,Espagne,Site web,2,24.62
12074,428,2025-01-17,Italie,Réseaux sociaux,2,25.86
12075,476,2025-02-07,Allemagne,Site web,2,3.79
12076,298,2024-09-03,Italie,Email,3,19.68
12077,557,2025-03-17,Allemagne,Mobile app,1,21.06
12078,94,2024-08-23,Espagne,Email,4,16.46
12079,107,2024-06-30,Italie,Réseaux sociaux,3,15.09
12080,419,2024-11-24,Italie,Email,1,9.53
12081,278,2025-03-09,Allemagne,Email,3,20.67
12082,128,2024-09-25,Italie,Réseaux sociaux,4,8.57
12083,970,2025-02-08,Italie,Mobile app,4,13.8
12084,459,2024-11-09,Espagne,Site web,2,25.72
12085,38,2025-02-15,Allemagne,Réseaux sociaux,3,2.69
12086,609,2025-01-27,Allemagne,Site web,4,15.85
12087,198,2024-09-14,France,Site web,1,14.58
12088,704,2025-02-17,Allemagne,Réseaux sociaux,2,11.35
12089,357,2024-10-28,Espagne,Mobile app,4,17.93
12090,7,2024-12-20,Italie,Réseaux sociaux,2,0.47
12091,556,2025-01-07,France,Réseaux sociaux,1,14.77
12092,332,2025-02-25,Italie,Email,1,14.57
12093,519,2024-08-23,Allemagne,Email,3,15.48
12094,194,2025-05-21,Belgique,Réseaux sociaux,1,6.37
12095,316,2024-10-09,Italie,Email,1,6.23
12096,1,2025-05-07,Allemagne,Mobile app,1,19.42
12097,62,2024-09-13,Espagne,Email,2,2.78
12098,343,2025-05-20,Allemagne,Mobile app,1,9.18
12099,601,2024-10-06,France,Site web,2,24.92
12100,18,2025-03-01,Belgique,Site web,4,3.11
12101,620,2024-12-20,Belgique,Mobile app,4,14.04
12102,647,2024-12-22,Belgique,Site web,2,20.06
12103,371,2025-04-20,Espagne,Mobile app,2,4.25
12104,822,2025-02-14,Belgique,Réseaux sociaux,1,9.37
12105,579,2024-11-14,Italie,Email,1,16.76
12106,605,2025-02-02,Espagne,Site web,2,9.82
12107,650,2024-10-31,Allemagne,Site web,3,3.3
12108,701,2025-01-12,France,Réseaux sociaux,3,6.97
12109,571,2024-12-18,Espagne,Email,3,3.28
12110,699,2024-10-07,France,Email,4,29.51
12111,235,2024-07-22,Espagne,Mobile app,1,7.07
12112,69,2024-09-08,Allemagne,Site web,2,15.92
12113,447,2024-07-28,France,Email,4,12.86
12114,610,2025-05-23,Espagne,Site web,4,17.09
12115,8,2025-05-29,France,Site web,1,14.94
12116,462,2025-04-04,Belgique,Site web,2,21.81
12117,1000,2025-04-07,Belgique,Site web,3,26.19
12118,311,2024-10-04,Belgique,Mobile app,1,8.56
12119,134,2024-11-24,Italie,Email,4,5.51
12120,385,2024-12-05,Belgique,Site web,4,29.53
12121,56,2024-10-19,Belgique,Email,4,25.98
12122,993,2024-09-19,Allemagne,Réseaux sociaux,4,10.92
12123,360,2025-02-27,France,Réseaux sociaux,3,26.84
12124,971,2024-11-27,France,Email,2,20.12
12125,114,2024-07-29,Belgique,Mobile app,3,13.12
12126,88,2024-08-22,France,Mobile app,4,26.2
12127,138,2024-12-12,Espagne,Réseaux sociaux,2,20.26
12128,108,2024-10-16,Belgique,Site web,1,24.79
12129,500,2025-02-26,Belgique,Réseaux sociaux,1,12.53
12130,535,2024-07-29,Italie,Site web,3,23.96
12131,144,2024-10-27,Espagne,Réseaux sociaux,1,11.01
12132,869,2025-03-12,Belgique,Réseaux sociaux,4,22.05
12133,656,2024-11-16,Belgique,Mobile app,2,13.07
12134,56,2025-03-15,France,Email,2,12.16
12135,620,2024-08-03,Belgique,Email,3,23.9
12136,863,2025-04-11,Belgique,Réseaux sociaux,2,3.75
12137,6,2025-05-23,Belgique,Mobile app,1,27.85
12138,542,2024-12-19,Belgique,Site web,3,15.26
12139,447,2025-05-07,Italie,Réseaux sociaux,4,19.08
12140,997,2025-04-23,Espagne,Site web,3,12.16
12141,385,2025-05-16,Italie,Site web,1,19.38
12142,307,2024-12-21,France,Mobile app,1,21.3
12143,874,2025-02-03,Allemagne,Mobile app,1,26.05
12144,857,2024-11-22,Belgique,Email,3,25.63
12145,639,2025-03-08,France,Mobile app,3,10.73
12146,302,2024-09-14,Allemagne,Réseaux sociaux,2,18.48
12147,633,2024-06-26,Belgique,Réseaux sociaux,3,23.42
12148,405,2024-10-05,Belgique,Site web,4,22.95
12149,611,2024-09-27,Allemagne,Email,3,26.73
12150,678,2024-12-29,Italie,Site web,2,24.96
12151,837,2024-09-06,Allemagne,Site web,4,21.54
12152,831,2025-05-26,Allemagne,Email,4,22.47
12153,753,2025-05-11,Espagne,Site web,3,24.22
12154,562,2025-04-15,Belgique,Email,2,25.14
12155,780,2024-11-20,Belgique,Site web,2,10.58
12156,837,2024-07-08,Italie,Site web,4,23.45
12157,510,2025-01-19,Italie,Email,4,28.48
12158,73,2025-04-10,Espagne,Réseaux sociaux,2,6.99
12159,812,2024-10-18,Espagne,Site web,1,1.45
12160,564,2024-09-24,Espagne,Site web,1,2.17
12161,265,2025-03-04,Italie,Réseaux sociaux,3,6.5
12162,227,2024-10-16,Allemagne,Email,2,27.59
12163,193,2024-11-21,Belgique,Email,4,3.8
12164,374,2024-11-13,Belgique,Réseaux sociaux,1,22.43
12165,751,2025-04-25,France,Email,4,26.01
12166,10,2024-12-03,Italie,Mobile app,4,26.33
12167,302,2024-11-27,Italie,Site web,2,12.5
12168,359,2024-11-16,Espagne,Email,4,14.86
12169,740,2024-09-24,France,Réseaux sociaux,2,9.7
12170,954,2025-06-04,France,Site web,4,4.42
12171,805,2024-07-06,Italie,Réseaux sociaux,1,6.37
12172,52,2024-09-27,Espagne,Email,2,4.04
12173,752,2024-12-20,Belgique,Réseaux sociaux,4,12.23
12174,99,2025-03-24,Espagne,Réseaux sociaux,3,5.11
12175,593,2024-09-08,Belgique,Site web,3,12.1
12176,13,2024-10-24,Italie,Site web,3,25.54
12177,390,2025-02-17,Espagne,Email,3,19.64
12178,954,2025-04-28,France,Réseaux sociaux,1,19.88
12179,357,2024-07-02,Allemagne,Réseaux sociaux,1,24.36
12180,640,2024-10-12,France,Email,3,1.24
12181,816,2024-12-05,Belgique,Réseaux sociaux,4,23.84
12182,928,2024-11-21,Italie,Réseaux sociaux,1,5.89
12183,11,2024-09-08,Espagne,Réseaux sociaux,3,10.38
12184,81,2025-01-23,Italie,Réseaux sociaux,1,9.24
12185,261,2025-05-21,Italie,Mobile app,1,3.17
12186,6,2024-08-18,Belgique,Email,4,5.21
12187,458,2025-01-09,Italie,Email,4,28.69
12188,373,2024-09-03,Espagne,Réseaux sociaux,2,18.01
12189,481,2025-04-13,France,Email,4,14.22
12190,222,2025-02-12,Italie,Mobile app,3,22.73
12191,917,2024-07-27,Espagne,Réseaux sociaux,2,24.41
12192,810,2025-02-08,Espagne,Site web,3,3.31
12193,81,2025-02-07,Belgique,Mobile app,4,22.23
12194,923,2024-10-21,Italie,Site web,4,27.97
12195,515,2024-08-04,Belgique,Email,1,17.56
12196,60,2025-02-04,France,Email,3,18.42
12197,221,2025-01-10,France,Email,2,26.11
12198,962,2024-06-22,Espagne,Réseaux sociaux,4,20.38
12199,349,2025-03-22,Italie,Mobile app,2,29.86
12200,561,2024-06-23,Espagne,Mobile app,4,8.48
12201,228,2025-04-22,Italie,Réseaux sociaux,4,25.36
12202,290,2024-11-09,Belgique,Réseaux sociaux,1,18.37
12203,293,2024-07-20,France,Email,2,10.97
12204,810,2025-04-14,France,Mobile app,4,26.49
12205,193,2025-03-15,Belgique,Email,4,29.89
12206,956,2024-10-22,Allemagne,Mobile app,1,1.74
12207,474,2025-06-04,Allemagne,Réseaux sociaux,4,27.77
12208,257,2024-10-29,Allemagne,Email,1,6.09
12209,955,2025-04-08,Italie,Mobile app,1,6.16
12210,506,2025-04-08,Belgique,Réseaux sociaux,1,1.25
12211,388,2025-01-15,Italie,Site web,4,27.67
12212,615,2024-07-09,Italie,Email,1,22.78
12213,398,2025-02-24,Belgique,Mobile app,2,1.6
12214,366,2024-07-04,Italie,Mobile app,2,19.01
12215,658,2025-01-02,Belgique,Email,2,3.6
12216,290,2024-09-04,Allemagne,Mobile app,2,22.54
12217,769,2024-11-02,Allemagne,Site web,1,12.27
12218,309,2025-01-08,Italie,Site web,3,1.55
12219,278,2024-08-31,France,Mobile app,4,24.88
12220,464,2024-08-14,Belgique,Email,4,17.17
12221,189,2025-05-06,Espagne,Mobile app,3,23.19
12222,918,2025-01-09,Espagne,Mobile app,3,20.24
12223,178,2024-11-15,Italie,Site web,4,13.03
12224,528,2025-05-14,France,Réseaux sociaux,4,20.96
12225,924,2025-03-20,Belgique,Réseaux sociaux,3,0.44
12226,988,2024-09-12,Allemagne,Mobile app,2,10.19
12227,375,2024-10-05,Italie,Email,1,23.34
12228,598,2025-04-22,Belgique,Site web,4,22.89
12229,760,2024-08-16,Belgique,Réseaux sociaux,4,26.62
12230,454,2025-06-03,Belgique,Mobile app,4,18.33
12231,217,2024-11-07,France,Email,2,28.27
12232,42,2024-10-21,Belgique,Site web,2,16.73
12233,194,2024-11-22,France,Réseaux sociaux,4,15.01
12234,327,2024-09-06,France,Réseaux sociaux,2,5.92
12235,373,2025-01-15,Belgique,Réseaux sociaux,4,23.37
12236,465,2025-03-26,Allemagne,Email,1,20.76
12237,163,2024-09-19,Belgique,Email,2,13.82
12238,276,2025-06-15,Allemagne,Email,1,2.61
12239,364,2024-06-20,Italie,Mobile app,3,3.77
12240,642,2024-06-29,Espagne,Site web,4,3.43
12241,775,2025-05-09,Italie,Mobile app,2,11.27
12242,480,2024-06-22,France,Site web,1,4.77
12243,689,2025-04-04,Italie,Email,2,25.83
12244,979,2025-06-15,Espagne,Réseaux sociaux,3,26.98
12245,460,2025-01-05,Espagne,Email,1,25.7
12246,265,2024-07-24,Allemagne,Mobile app,3,18.27
12247,539,2024-12-26,Italie,Email,3,17.89
12248,974,2024-11-16,France,Email,1,26.73
12249,386,2025-04-18,France,Email,2,12.19
12250,85,2024-12-20,Allemagne,Réseaux sociaux,1,1.87
12251,708,2024-07-01,Allemagne,Site web,3,14.11
12252,316,2024-08-14,Italie,Site web,4,16.61
12253,243,2024-10-02,Allemagne,Mobile app,1,16.48
12254,469,2024-10-10,Espagne,Site web,4,4.77
12255,880,2024-06-24,France,Email,2,23.5
12256,342,2024-09-12,Espagne,Réseaux sociaux,1,21.96
12257,177,2025-02-15,Belgique,Email,4,6.9
12258,130,2025-04-10,Espagne,Email,3,16.54
12259,657,2025-03-09,France,Mobile app,2,23.71
12260,83,2024-09-19,Belgique,Email,4,0.23
12261,360,2024-06-28,Italie,Email,2,8.25
12262,88,2024-09-28,Belgique,Mobile app,1,14.16
12263,532,2025-04-02,Allemagne,Site web,4,25.35
12264,742,2024-08-02,France,Site web,1,23.97
12265,972,2025-04-26,Allemagne,Site web,1,4.53
12266,985,2025-04-15,Espagne,Mobile app,3,13.88
12267,638,2024-11-08,Italie,Mobile app,4,9.14
12268,471,2025-02-24,France,Réseaux sociaux,4,12.04
12269,498,2024-11-17,Italie,Réseaux sociaux,4,16.22
12270,507,2024-08-04,France,Email,2,14.98
12271,354,2025-04-28,Allemagne,Email,2,4.25
12272,416,2025-03-29,Espagne,Mobile app,2,3.65
12273,51,2025-05-21,Belgique,Mobile app,2,3.91
12274,600,2024-09-27,Italie,Réseaux sociaux,4,25.24
12275,682,2025-05-15,France,Email,4,0.6
12276,63,2024-07-17,France,Email,2,6.07
12277,89,2024-07-14,Italie,Email,3,28.68
12278,701,2024-07-13,Belgique,Site web,4,1.98
12279,190,2024-12-27,Espagne,Réseaux sociaux,2,1.09
12280,899,2025-03-22,France,Site web,1,11.62
12281,601,2025-03-15,France,Email,3,4.54
12282,348,2025-04-07,Italie,Mobile app,4,16.97
12283,844,2025-03-26,Italie,Réseaux sociaux,3,10.16
12284,538,2024-11-23,France,Site web,2,6.27
12285,176,2024-06-22,France,Email,1,29.96
12286,364,2024-06-20,France,Site web,1,10.23
12287,776,2025-03-30,Allemagne,Mobile app,2,19.23
12288,901,2025-05-03,France,Réseaux sociaux,3,26.22
12289,907,2025-01-11,Espagne,Mobile app,4,27.67
12290,554,2025-02-04,Espagne,Mobile app,2,12.3
12291,483,2025-06-06,Belgique,Réseaux sociaux,3,29.28
12292,987,2024-08-12,Italie,Email,2,21.74
12293,119,2024-07-22,Belgique,Email,1,17.5
12294,169,2025-03-27,France,Site web,4,20.8
12295,620,2025-01-29,Italie,Email,2,10.8
12296,998,2025-04-18,France,Email,1,12.73
12297,147,2024-11-13,Italie,Email,2,17.59
12298,688,2024-08-29,Allemagne,Site web,1,9.81
12299,437,2025-05-03,Allemagne,Réseaux sociaux,1,23.06
12300,439,2025-02-05,Allemagne,Email,4,7.53
12301,888,2025-05-14,Belgique,Mobile app,1,23.9
12302,189,2024-10-14,Italie,Email,4,4.56
12303,160,2025-04-15,Belgique,Email,4,6.52
12304,814,2024-10-18,Italie,Réseaux sociaux,1,22.59
12305,860,2024-11-27,France,Mobile app,1,7.89
12306,932,2024-12-30,Allemagne,Site web,4,23.86
12307,402,2025-03-30,Allemagne,Email,2,23.52
12308,586,2024-06-24,Italie,Email,2,7.72
12309,864,2024-10-10,Belgique,Email,2,2.19
12310,18,2024-09-29,Belgique,Email,3,4.99
12311,140,2024-12-10,Espagne,Mobile app,1,22.58
12312,115,2024-09-01,Allemagne,Réseaux sociaux,4,25.41
12313,328,2024-07-23,Allemagne,Réseaux sociaux,3,11.49
12314,225,2024-09-25,Belgique,Email,1,4.93
12315,558,2025-02-24,Allemagne,Site web,4,2.26
12316,439,2025-01-24,Belgique,Mobile app,1,6.47
12317,550,2024-12-15,Espagne,Mobile app,2,29.39
12318,718,2024-11-08,Italie,Site web,3,5.11
12319,386,2024-10-06,Italie,Email,4,2.59
12320,521,2024-11-28,Espagne,Email,1,23.56
12321,253,2024-07-21,Allemagne,Email,4,18.46
12322,620,2024-09-09,France,Site web,4,16.04
12323,901,2024-11-19,Allemagne,Mobile app,4,13.44
12324,98,2025-01-18,Belgique,Réseaux sociaux,2,21.06
12325,787,2024-10-01,France,Email,4,20.95
12326,71,2024-12-19,Espagne,Site web,3,12.73
12327,551,2024-10-03,Italie,Site web,3,7.03
12328,810,2025-06-02,Italie,Email,1,25.24
12329,913,2025-03-14,Allemagne,Site web,1,4.94
12330,447,2025-01-08,Italie,Email,4,16.02
12331,90,2024-12-28,Allemagne,Email,2,20.78
12332,430,2024-09-17,Belgique,Email,3,19.17
12333,219,2024-11-10,Belgique,Mobile app,4,18.56
12334,107,2024-06-21,Espagne,Site web,3,19.88
12335,476,2024-12-25,Belgique,Réseaux sociaux,1,26.27
12336,916,2025-03-24,Allemagne,Mobile app,2,10.96
12337,454,2024-11-14,Italie,Email,3,18.82
12338,904,2024-11-06,Belgique,Site web,1,20.91
12339,608,2025-04-07,Belgique,Réseaux sociaux,3,17.71
12340,915,2025-01-13,Allemagne,Email,4,27.09
12341,544,2025-03-19,Belgique,Site web,3,19.64
12342,126,2024-07-27,Italie,Email,3,12.73
12343,147,2024-12-07,Italie,Réseaux sociaux,4,25.37
12344,280,2024-09-10,Italie,Site web,2,14.69
12345,24,2025-01-25,Italie,Réseaux sociaux,2,15.9
12346,952,2024-06-24,France,Email,4,17.47
12347,721,2024-11-16,Italie,Email,2,9.68
12348,120,2025-04-10,France,Réseaux sociaux,2,21.68
12349,786,2024-09-13,Italie,Mobile app,4,2.94
12350,652,2024-12-05,Italie,Mobile app,3,26.07
12351,297,2024-11-05,Allemagne,Site web,2,22.64
12352,855,2024-12-17,Italie,Site web,1,10.61
12353,944,2025-01-19,Belgique,Mobile app,1,6.79
12354,82,2024-07-27,Italie,Réseaux sociaux,4,11.64
12355,448,2025-02-19,Espagne,Email,1,24.15
